TF	Target	Experimentos_pos	Experimentos_neg
AT3G16870	AT2G04305	0/1	1/1
AT5G15830	AT2G04305	0/1	1/1
AT4G16141	AT2G04305	0/1	1/1
AT5G04760	AT2G04515	0/1	1/1
AT5G67420	AT2G04515	0/2	1/2
AT5G58900	AT2G04515	0/1	1/1
AT1G22640	AT2G04515	0/1	1/1
AT2G38470	AT2G04515	1/1	0/1
AT4G31800	AT2G04515	0/1	1/1
AT5G62430	AT2G04540	1/2	0/2
AT5G62020	AT2G04540	1/1	0/1
AT5G10970	AT2G04540	1/1	0/1
AT5G15830	AT2G04540	1/1	0/1
AT5G29000	AT2G04540	1/1	0/1
AT1G68670	AT2G04540	1/1	0/1
AT5G65210	AT2G04650	0/3	1/3
AT5G62020	AT2G04650	0/1	1/1
AT3G16870	AT2G04650	0/1	1/1
AT5G29000	AT2G04650	1/1	0/1
AT1G68670	AT2G04650	0/1	1/1
AT4G16141	AT2G04650	0/1	1/1
AT5G62020	AT2G05590	1/1	0/1
AT2G22200	AT2G05590	1/1	0/1
AT5G29000	AT2G05590	1/1	0/1
AT3G17609	AT2G05590	1/1	0/1
AT4G39780	AT2G05590	1/2	0/2
AT5G47230	AT2G05590	1/1	0/1
AT4G27950	AT2G05840	1/4	0/4
AT5G62020	AT2G05840	1/1	0/1
AT3G16870	AT2G05840	1/1	0/1
AT4G01120	AT2G05840	1/1	0/1
AT5G04340	AT2G05840	0/1	1/1
AT2G39250	AT2G05840	1/2	0/2
AT5G62430	AT2G05940	1/2	0/2
AT5G29000	AT2G05940	0/1	1/1
AT2G39250	AT2G05940	0/2	1/2
AT1G49560	AT2G05940	0/1	1/1
AT1G22640	AT2G05940	0/1	1/1
AT5G65210	AT2G05990	0/3	1/3
AT4G27950	AT2G05990	0/4	2/4
AT5G10970	AT2G05990	0/1	1/1
AT5G15830	AT2G05990	0/1	1/1
AT5G29000	AT2G05990	0/1	1/1
AT5G65210	AT2G08986	1/3	0/3
AT4G27950	AT2G08986	1/4	0/4
AT5G10970	AT2G08986	1/1	0/1
AT5G29000	AT2G08986	1/1	0/1
AT2G33550	AT2G08986	1/1	0/1
AT4G37180	AT2G08986	1/1	0/1
AT5G65210	AT2G10950	0/3	1/3
AT2G22200	AT2G10950	0/1	1/1
AT3G16870	AT2G10950	0/1	1/1
AT4G01120	AT2G10950	1/1	0/1
AT4G16141	AT2G10950	0/1	1/1
AT5G49450	AT2G10950	0/1	1/1
AT4G27950	AT2G13360	0/4	1/4
AT5G62020	AT2G13360	1/1	0/1
AT1G66140	AT2G13360	1/1	0/1
AT1G68670	AT2G13360	1/1	0/1
AT2G22430	AT2G13360	1/1	0/1
AT5G65210	AT2G13370	1/3	0/3
AT5G62430	AT2G13370	0/2	1/2
AT1G13260	AT2G13370	0/1	1/1
AT3G49940	AT2G13370	0/2	1/2
AT5G04340	AT2G13370	1/1	0/1
AT5G49450	AT2G13370	1/1	0/1
AT5G65210	AT2G13550	1/3	0/3
AT2G22200	AT2G13550	1/1	0/1
AT5G15830	AT2G13550	1/1	0/1
AT1G13260	AT2G13550	1/1	0/1
AT5G57660	AT2G13550	1/1	0/1
AT2G38470	AT2G13550	0/1	1/1
AT4G27950	AT2G14045	1/4	0/4
AT5G04760	AT2G14045	1/1	0/1
AT4G01120	AT2G14045	1/1	0/1
AT1G13260	AT2G14045	1/1	0/1
AT5G58900	AT2G14045	1/1	0/1
AT3G28910	AT2G14045	0/1	1/1
AT5G62430	AT2G14680	0/2	1/2
AT1G13260	AT2G14680	0/1	1/1
AT5G58900	AT2G14680	1/1	0/1
AT5G29000	AT2G14680	1/1	0/1
AT5G04340	AT2G14680	1/1	0/1
AT5G49450	AT2G14680	1/1	0/1
AT5G62430	AT2G14910	1/2	0/2
AT5G04760	AT2G14910	0/1	1/1
AT5G58900	AT2G14910	0/1	1/1
AT3G17609	AT2G14910	0/1	1/1
AT2G39250	AT2G14910	0/2	1/2
AT2G22430	AT2G14910	0/1	1/1
AT5G62430	AT2G15220	1/2	0/2
AT2G22200	AT2G15220	0/1	1/1
AT5G04760	AT2G15220	0/1	1/1
AT5G04340	AT2G15220	1/1	0/1
AT2G38470	AT2G15220	1/1	0/1
AT5G04760	AT2G16370	1/1	0/1
AT1G66140	AT2G16370	0/1	1/1
AT5G49450	AT2G16370	0/1	1/1
AT3G28910	AT2G16370	0/1	1/1
AT1G22640	AT2G16370	0/1	1/1
AT2G38470	AT2G16370	0/1	1/1
AT5G65210	AT2G16630	0/3	1/3
AT5G62020	AT2G16630	0/1	1/1
AT2G22200	AT2G16630	0/1	1/1
AT3G16870	AT2G16630	0/1	1/1
AT1G66140	AT2G16630	0/1	1/1
AT2G39250	AT2G16630	1/2	0/2
AT5G65210	AT2G16710	0/3	1/3
AT4G27950	AT2G16710	1/4	0/4
AT5G58900	AT2G16710	1/1	0/1
AT5G49450	AT2G16710	0/1	1/1
AT1G72830	AT2G16710	1/1	0/1
AT2G40750	AT2G16710	1/1	0/1
AT5G62430	AT2G16750	0/2	1/2
AT2G22200	AT2G16750	1/1	0/1
AT1G13260	AT2G16750	0/1	1/1
AT3G49940	AT2G16750	1/2	0/2
AT5G07680	AT2G16750	0/1	1/1
AT1G25550	AT2G16750	0/1	1/1
AT5G65210	AT2G17265	0/3	1/3
AT4G27950	AT2G17265	0/4	1/4
AT5G62020	AT2G17265	0/1	1/1
AT2G22200	AT2G17265	0/1	1/1
AT3G16870	AT2G17265	0/1	1/1
AT5G10030	AT2G17265	1/2	0/2
AT5G62430	AT2G17880	1/2	0/2
AT5G10970	AT2G17880	1/1	0/1
AT3G16870	AT2G17880	0/1	1/1
AT5G15830	AT2G17880	1/1	0/1
AT5G49450	AT2G17880	1/1	0/1
AT2G38470	AT2G17880	0/1	1/1
AT5G65210	AT2G18620	0/3	1/3
AT3G16870	AT2G18620	0/1	1/1
AT5G04760	AT2G18620	1/1	0/1
AT5G15830	AT2G18620	0/1	1/1
AT4G39780	AT2G18620	0/2	1/2
AT2G33550	AT2G18620	0/1	1/1
AT5G65210	AT2G19490	1/3	0/3
AT5G10970	AT2G19490	1/1	0/1
AT3G16870	AT2G19490	1/1	0/1
AT5G15830	AT2G19490	1/1	0/1
AT1G66140	AT2G19490	1/1	0/1
AT1G68670	AT2G19490	1/1	0/1
AT5G04760	AT2G20050	1/1	0/1
AT5G58900	AT2G20050	1/1	0/1
AT5G29000	AT2G20050	1/1	0/1
AT1G49560	AT2G20050	1/1	0/1
AT4G23750	AT2G20050	0/1	1/1
AT2G42280	AT2G20050	0/1	1/1
AT5G65210	AT2G20110	0/3	1/3
AT5G62430	AT2G20110	0/2	1/2
AT5G15830	AT2G20110	0/1	1/1
AT3G49940	AT2G20110	0/2	1/2
AT4G39780	AT2G20110	0/2	1/2
AT1G72830	AT2G20110	1/1	0/1
AT5G62020	AT2G20210	1/1	0/1
AT3G16870	AT2G20210	1/1	0/1
AT5G15830	AT2G20210	1/1	0/1
AT1G68670	AT2G20210	1/1	0/1
AT4G16141	AT2G20210	1/1	0/1
AT4G39780	AT2G20210	1/2	0/2
AT5G65210	AT2G20230	0/3	1/3
AT5G62430	AT2G20230	0/2	1/2
AT1G13260	AT2G20230	0/1	1/1
AT1G68670	AT2G20230	0/1	1/1
AT4G16141	AT2G20230	0/1	1/1
AT1G51140	AT2G20230	0/1	1/1
AT3G16870	AT2G20760	0/1	1/1
AT5G04760	AT2G20760	0/1	1/1
AT4G16141	AT2G20760	0/1	1/1
AT2G22430	AT2G20760	0/1	1/1
AT5G07680	AT2G20760	0/1	1/1
AT5G57660	AT2G20760	0/1	1/1
AT5G62430	AT2G21820	1/2	1/2
AT5G15830	AT2G21820	1/1	0/1
AT4G16141	AT2G21820	1/1	0/1
AT2G22430	AT2G21820	1/1	0/1
AT1G25550	AT2G21820	1/1	0/1
AT4G27950	AT2G22540	0/4	1/4
AT5G67420	AT2G22540	1/2	0/2
AT3G49940	AT2G22540	1/2	0/2
AT1G68670	AT2G22540	0/1	1/1
AT5G04340	AT2G22540	1/1	0/1
AT1G72830	AT2G22540	1/1	0/1
AT5G62430	AT2G22750	1/2	0/2
AT5G67420	AT2G22750	0/2	1/2
AT3G49940	AT2G22750	0/2	1/2
AT1G49560	AT2G22750	0/1	1/1
AT2G46680	AT2G22750	1/1	0/1
AT2G38470	AT2G22750	1/1	0/1
AT5G67420	AT2G22890	0/2	1/2
AT4G01120	AT2G22890	0/1	1/1
AT5G58900	AT2G22890	1/1	0/1
AT5G67300	AT2G22890	0/1	1/1
AT1G22640	AT2G22890	0/1	1/1
AT2G40750	AT2G22890	0/1	1/1
AT5G65210	AT2G23100	1/3	0/3
AT4G27950	AT2G23100	1/4	0/4
AT5G62430	AT2G23100	1/2	0/2
AT1G49560	AT2G23100	0/1	1/1
AT5G67300	AT2G23100	1/1	0/1
AT1G72830	AT2G23100	1/1	0/1
AT5G65210	AT2G23460	1/3	0/3
AT5G62020	AT2G23460	1/1	0/1
AT2G22200	AT2G23460	1/1	0/1
AT3G16870	AT2G23460	1/1	0/1
AT1G68670	AT2G23460	0/1	1/1
AT5G04340	AT2G23460	0/1	1/1
AT5G65210	AT2G23610	0/3	1/3
AT5G62020	AT2G23610	0/1	1/1
AT3G16870	AT2G23610	0/1	1/1
AT4G39780	AT2G23610	0/2	1/2
AT4G36540	AT2G23610	0/1	1/1
AT4G34000	AT2G23610	1/1	0/1
AT5G65210	AT2G23680	0/3	1/3
AT4G27950	AT2G23680	1/4	0/4
AT5G67420	AT2G23680	0/2	1/2
AT3G49940	AT2G23680	0/2	1/2
AT4G37180	AT2G23680	1/1	0/1
AT5G46590	AT2G23680	1/1	0/1
AT5G65210	AT2G24350	0/3	1/3
AT4G27950	AT2G24350	0/4	1/4
AT5G62020	AT2G24350	0/1	1/1
AT2G22200	AT2G24350	0/1	1/1
AT5G67420	AT2G24350	0/2	1/2
AT4G16141	AT2G24350	0/1	1/1
AT4G27950	AT2G24430	0/4	2/4
AT5G10970	AT2G24430	0/1	1/1
AT5G04760	AT2G24430	1/1	0/1
AT1G66140	AT2G24430	0/1	1/1
AT2G33550	AT2G24430	0/1	1/1
AT5G29000	AT2G24640	1/1	0/1
AT3G17609	AT2G24640	1/1	0/1
AT2G39250	AT2G24640	2/2	0/2
AT4G23750	AT2G24640	0/1	1/1
AT1G09540	AT2G24640	0/1	1/1
AT5G65210	AT2G24762	0/3	1/3
AT1G49560	AT2G24762	0/1	1/1
AT3G28910	AT2G24762	1/1	0/1
AT5G07680	AT2G24762	1/1	0/1
AT2G33550	AT2G24762	0/1	1/1
AT5G57660	AT2G24762	1/1	0/1
AT5G65210	AT2G25080	0/3	1/3
AT4G27950	AT2G25080	0/4	1/4
AT5G62430	AT2G25080	1/2	0/2
AT5G58900	AT2G25080	1/1	0/1
AT5G04340	AT2G25080	0/1	1/1
AT5G49450	AT2G25080	0/1	1/1
AT5G62430	AT2G25180	0/2	1/2
AT5G04760	AT2G25180	1/1	0/1
AT4G01120	AT2G25180	0/1	1/1
AT1G13260	AT2G25180	0/1	1/1
AT5G58900	AT2G25180	1/1	0/1
AT5G46590	AT2G25180	1/1	0/1
AT5G04760	AT2G25470	0/1	1/1
AT5G04340	AT2G25470	0/1	1/1
AT5G67300	AT2G25470	0/1	1/1
AT1G35560	AT2G25470	1/1	0/1
AT2G38470	AT2G25470	1/1	0/1
AT1G69490	AT2G25470	1/1	0/1
AT5G15830	AT2G25625	0/1	1/1
AT1G66140	AT2G25625	0/1	1/1
AT1G68670	AT2G25625	0/1	1/1
AT5G67300	AT2G25625	1/1	0/1
AT4G37180	AT2G25625	0/1	1/1
AT2G40750	AT2G25625	0/1	1/1
AT2G22200	AT2G25800	0/1	1/1
AT3G16870	AT2G25800	0/1	1/1
AT3G17609	AT2G25800	1/1	0/1
AT2G39250	AT2G25800	1/2	0/2
AT2G22430	AT2G25800	1/1	0/1
AT4G36540	AT2G25800	1/1	0/1
AT5G65210	AT2G26230	0/3	1/3
AT5G62020	AT2G26230	0/1	1/1
AT2G22200	AT2G26230	0/1	1/1
AT3G16870	AT2G26230	0/1	1/1
AT1G13260	AT2G26230	0/1	1/1
AT2G33550	AT2G26230	0/1	1/1
AT2G22200	AT2G26370	0/1	1/1
AT5G04760	AT2G26370	1/1	0/1
AT5G58900	AT2G26370	1/1	0/1
AT1G49560	AT2G26370	0/1	1/1
AT2G38470	AT2G26370	0/1	1/1
AT5G47230	AT2G26370	1/1	0/1
AT5G65210	AT2G26400	0/3	1/3
AT4G27950	AT2G26400	1/4	0/4
AT5G67420	AT2G26400	1/2	0/2
AT3G49940	AT2G26400	1/2	0/2
AT5G10030	AT2G26400	1/2	0/2
AT5G62020	AT2G26570	1/1	0/1
AT2G22200	AT2G26570	1/1	0/1
AT1G13260	AT2G26570	0/1	1/1
AT5G04340	AT2G26570	1/1	0/1
AT1G35560	AT2G26570	0/1	1/1
AT1G69490	AT2G26570	0/1	1/1
AT5G62430	AT2G26660	0/2	1/2
AT5G62020	AT2G26660	1/1	0/1
AT5G04760	AT2G26660	0/1	1/1
AT5G67420	AT2G26660	1/2	0/2
AT5G29000	AT2G26660	1/1	0/1
AT3G17609	AT2G26660	1/1	0/1
AT5G62430	AT2G26780	0/2	1/2
AT1G13260	AT2G26780	0/1	1/1
AT3G17609	AT2G26780	1/1	0/1
AT5G07680	AT2G26780	0/1	1/1
AT4G23750	AT2G26780	0/1	1/1
AT2G42280	AT2G26780	0/1	1/1
AT5G62430	AT2G27190	0/2	1/2
AT5G67420	AT2G27190	1/2	0/2
AT4G01120	AT2G27190	0/1	1/1
AT5G29000	AT2G27190	1/1	0/1
AT1G49560	AT2G27190	0/1	1/1
AT5G07680	AT2G27190	0/1	1/1
AT4G27950	AT2G27590	1/4	0/4
AT5G10970	AT2G27590	0/1	1/1
AT4G37790	AT2G27590	1/1	0/1
AT4G23750	AT2G27590	1/1	0/1
AT1G09540	AT2G27590	1/1	0/1
AT1G35560	AT2G27590	1/1	0/1
AT5G62430	AT2G28290	0/2	1/2
AT1G13260	AT2G28290	0/1	1/1
AT5G04340	AT2G28290	1/1	0/1
AT2G39250	AT2G28290	0/2	1/2
AT5G07680	AT2G28290	0/1	1/1
AT4G23750	AT2G28290	0/1	1/1
AT4G27950	AT2G28320	0/4	1/4
AT5G62430	AT2G28320	0/2	1/2
AT1G13260	AT2G28320	0/1	1/1
AT5G04340	AT2G28320	1/1	0/1
AT1G72830	AT2G28320	1/1	0/1
AT5G05410	AT2G28320	0/1	1/1
AT4G27950	AT2G28450	1/4	0/4
AT5G62430	AT2G28450	1/2	0/2
AT5G04760	AT2G28450	1/1	0/1
AT4G01120	AT2G28450	1/1	0/1
AT1G13260	AT2G28450	1/1	0/1
AT5G04340	AT2G28450	0/1	1/1
AT5G65210	AT2G29110	0/3	1/3
AT5G62430	AT2G29110	1/2	0/2
AT5G04760	AT2G29110	0/1	1/1
AT4G39780	AT2G29110	0/2	1/2
AT1G49560	AT2G29110	0/1	1/1
AT4G37180	AT2G29110	1/1	0/1
AT5G65210	AT2G29320	1/3	0/3
AT4G27950	AT2G29320	0/4	2/4
AT5G29000	AT2G29320	0/1	1/1
AT4G16141	AT2G29320	1/1	0/1
AT5G57660	AT2G29320	1/1	0/1
AT5G62020	AT2G29700	1/1	0/1
AT2G22200	AT2G29700	1/1	0/1
AT5G10970	AT2G29700	1/1	0/1
AT4G39780	AT2G29700	1/2	0/2
AT2G33550	AT2G29700	1/1	0/1
AT1G72830	AT2G29700	1/1	0/1
AT5G65210	AT2G29960	0/3	1/3
AT3G16870	AT2G29960	0/1	1/1
AT5G15830	AT2G29960	0/1	1/1
AT4G16141	AT2G29960	0/1	1/1
AT5G49450	AT2G29960	0/1	1/1
AT1G72830	AT2G29960	1/1	0/1
AT5G04760	AT2G30505	1/1	0/1
AT5G67420	AT2G30505	0/2	1/2
AT3G49940	AT2G30505	0/2	1/2
AT4G39780	AT2G30505	0/2	1/2
AT1G49560	AT2G30505	0/1	1/1
AT1G72830	AT2G30505	0/1	1/1
AT5G65210	AT2G30950	0/3	1/3
AT4G27950	AT2G30950	0/4	2/4
AT2G22200	AT2G30950	0/1	1/1
AT4G37790	AT2G30950	0/1	1/1
AT4G37180	AT2G30950	0/1	1/1
AT5G10970	AT2G30980	0/1	1/1
AT5G15830	AT2G30980	0/1	1/1
AT1G66140	AT2G30980	0/1	1/1
AT1G68670	AT2G30980	0/1	1/1
AT5G04340	AT2G30980	0/1	1/1
AT2G33550	AT2G30980	0/1	1/1
AT5G65210	AT2G31820	1/3	0/3
AT4G27950	AT2G31820	0/4	1/4
AT5G10970	AT2G31820	0/1	1/1
AT4G01120	AT2G31820	0/1	1/1
AT5G07680	AT2G31820	0/1	1/1
AT5G67300	AT2G31820	0/1	1/1
AT5G65210	AT2G32020	0/3	1/3
AT5G62430	AT2G32020	1/2	0/2
AT5G04760	AT2G32020	1/1	0/1
AT4G01120	AT2G32020	1/1	0/1
AT5G29000	AT2G32020	0/1	1/1
AT1G49560	AT2G32020	0/1	1/1
AT5G65210	AT2G32140	0/3	1/3
AT5G62430	AT2G32140	1/2	0/2
AT5G67420	AT2G32140	0/2	1/2
AT4G01120	AT2G32140	1/1	0/1
AT5G04340	AT2G32140	1/1	0/1
AT1G49560	AT2G32140	0/1	1/1
AT3G16870	AT2G32220	1/1	0/1
AT1G13260	AT2G32220	1/1	0/1
AT4G16141	AT2G32220	0/1	1/1
AT2G22430	AT2G32220	0/1	1/1
AT5G10030	AT2G32220	0/2	1/2
AT5G57660	AT2G32220	0/1	1/1
AT2G22200	AT2G32250	1/1	0/1
AT5G04760	AT2G32250	0/1	1/1
AT4G01120	AT2G32250	0/1	1/1
AT4G16141	AT2G32250	1/1	0/1
AT2G39250	AT2G32250	1/2	0/2
AT4G34000	AT2G32250	0/1	1/1
AT5G62430	AT2G32950	0/2	1/2
AT5G62020	AT2G32950	1/1	0/1
AT3G17609	AT2G32950	1/1	0/1
AT5G07680	AT2G32950	0/1	1/1
AT5G57660	AT2G32950	1/1	0/1
AT1G22640	AT2G32950	1/1	0/1
AT5G65210	AT2G32960	0/3	1/3
AT1G13260	AT2G32960	0/1	1/1
AT5G29000	AT2G32960	1/1	0/1
AT4G16141	AT2G32960	0/1	1/1
AT1G51140	AT2G32960	1/1	0/1
AT5G46590	AT2G32960	1/1	0/1
AT5G62430	AT2G33050	0/2	1/2
AT3G16870	AT2G33050	0/1	1/1
AT1G68670	AT2G33050	0/1	1/1
AT5G04340	AT2G33050	0/1	1/1
AT4G16141	AT2G33050	0/1	1/1
AT1G09540	AT2G33050	1/1	0/1
AT5G62430	AT2G33160	1/2	0/2
AT5G67420	AT2G33160	1/2	0/2
AT5G58900	AT2G33160	1/1	0/1
AT1G66140	AT2G33160	1/1	0/1
AT2G22430	AT2G33160	1/1	0/1
AT1G25550	AT2G33160	1/1	0/1
AT4G01120	AT2G33480	1/1	0/1
AT1G13260	AT2G33480	0/1	1/1
AT4G37790	AT2G33480	0/1	1/1
AT5G07680	AT2G33480	1/1	0/1
AT1G69490	AT2G33480	1/1	0/1
AT5G46590	AT2G33480	1/1	0/1
AT5G65210	AT2G34290	0/3	1/3
AT5G62020	AT2G34290	0/1	1/1
AT2G22200	AT2G34290	0/1	1/1
AT3G49940	AT2G34290	0/2	1/2
AT5G10030	AT2G34290	0/2	1/2
AT1G25550	AT2G34290	0/1	1/1
AT4G27950	AT2G34520	1/4	0/4
AT5G62430	AT2G34520	1/2	0/2
AT5G10970	AT2G34520	1/1	0/1
AT1G13260	AT2G34520	1/1	0/1
AT4G39780	AT2G34520	1/2	0/2
AT2G33550	AT2G34520	1/1	0/1
AT4G27950	AT2G34570	1/4	0/4
AT2G22200	AT2G34570	1/1	0/1
AT5G10970	AT2G34570	1/1	0/1
AT4G01120	AT2G34570	1/1	0/1
AT1G13260	AT2G34570	1/1	0/1
AT4G16141	AT2G34570	1/1	0/1
AT5G62430	AT2G35110	0/2	1/2
AT5G15830	AT2G35110	0/1	1/1
AT1G68670	AT2G35110	0/1	1/1
AT5G07680	AT2G35110	0/1	1/1
AT4G23750	AT2G35110	0/1	1/1
AT2G46680	AT2G35110	1/1	0/1
AT5G62020	AT2G35530	1/1	0/1
AT2G22200	AT2G35530	1/1	0/1
AT5G10970	AT2G35530	1/1	0/1
AT3G16870	AT2G35530	1/1	0/1
AT5G58900	AT2G35530	0/1	1/1
AT4G16141	AT2G35530	1/1	0/1
AT4G27950	AT2G35680	2/4	0/4
AT5G62430	AT2G35680	1/2	0/2
AT5G04340	AT2G35680	1/1	0/1
AT4G16141	AT2G35680	0/1	1/1
AT5G67300	AT2G35680	1/1	0/1
AT5G65210	AT2G36020	1/3	0/3
AT5G62430	AT2G36020	1/2	0/2
AT5G67420	AT2G36020	0/2	1/2
AT5G58900	AT2G36020	0/1	1/1
AT5G04340	AT2G36020	1/1	0/1
AT4G39780	AT2G36020	0/2	1/2
AT5G65210	AT2G36070	1/3	0/3
AT5G04760	AT2G36070	1/1	0/1
AT4G01120	AT2G36070	1/1	0/1
AT5G04340	AT2G36070	1/1	0/1
AT4G16141	AT2G36070	1/1	0/1
AT4G37790	AT2G36070	0/1	1/1
AT4G27950	AT2G36390	0/4	1/4
AT5G62430	AT2G36390	0/2	1/2
AT4G16141	AT2G36390	1/1	0/1
AT3G17609	AT2G36390	1/1	0/1
AT2G39250	AT2G36390	1/2	0/2
AT2G22430	AT2G36390	1/1	0/1
AT5G04760	AT2G36440	0/1	1/1
AT5G67420	AT2G36440	0/2	1/2
AT5G58900	AT2G36440	0/1	1/1
AT2G39250	AT2G36440	1/2	0/2
AT4G37180	AT2G36440	1/1	0/1
AT2G38470	AT2G36440	1/1	0/1
AT5G62430	AT2G36810	0/2	1/2
AT4G01120	AT2G36810	0/1	1/1
AT1G13260	AT2G36810	0/1	1/1
AT5G04340	AT2G36810	1/1	0/1
AT1G51140	AT2G36810	0/1	1/1
AT5G07680	AT2G36810	0/1	1/1
AT5G65210	AT2G37120	0/3	1/3
AT4G27950	AT2G37120	1/4	0/4
AT5G62020	AT2G37120	0/1	1/1
AT2G22200	AT2G37120	0/1	1/1
AT3G16870	AT2G37120	0/1	1/1
AT3G49940	AT2G37120	0/2	1/2
AT5G62020	AT2G37310	1/1	0/1
AT2G22200	AT2G37310	1/1	0/1
AT3G16870	AT2G37310	1/1	0/1
AT5G58900	AT2G37310	0/1	1/1
AT3G49940	AT2G37310	1/2	0/2
AT2G33550	AT2G37310	1/1	0/1
AT5G62430	AT2G37400	1/2	0/2
AT5G10970	AT2G37400	1/1	0/1
AT5G15830	AT2G37400	1/1	0/1
AT1G66140	AT2G37400	1/1	0/1
AT1G72830	AT2G37400	1/1	0/1
AT4G34000	AT2G37400	0/1	1/1
AT5G04760	AT2G37820	1/1	0/1
AT1G51140	AT2G37820	1/1	0/1
AT3G28910	AT2G37820	1/1	0/1
AT5G67300	AT2G37820	0/1	1/1
AT1G09540	AT2G37820	1/1	0/1
AT2G42280	AT2G37820	1/1	0/1
AT5G62430	AT2G38020	0/2	1/2
AT4G01120	AT2G38020	0/1	1/1
AT3G17609	AT2G38020	1/1	0/1
AT1G51140	AT2G38020	0/1	1/1
AT2G22430	AT2G38020	1/1	0/1
AT5G10030	AT2G38020	1/2	0/2
AT4G27950	AT2G38040	0/4	1/4
AT5G62430	AT2G38040	0/2	1/2
AT5G62020	AT2G38040	0/1	1/1
AT5G15830	AT2G38040	0/1	1/1
AT3G17609	AT2G38040	1/1	0/1
AT3G28910	AT2G38040	1/1	0/1
AT5G65210	AT2G38180	0/3	1/3
AT5G62020	AT2G38180	0/1	1/1
AT1G13260	AT2G38180	0/1	1/1
AT4G39780	AT2G38180	0/2	1/2
AT5G49450	AT2G38180	0/1	1/1
AT5G67300	AT2G38180	0/1	1/1
AT5G65210	AT2G38380	0/3	1/3
AT5G67420	AT2G38380	1/2	0/2
AT5G49450	AT2G38380	0/1	1/1
AT5G10030	AT2G38380	1/2	0/2
AT4G23750	AT2G38380	1/1	0/1
AT1G69490	AT2G38380	1/1	0/1
AT5G62020	AT2G38740	0/1	1/1
AT5G58900	AT2G38740	1/1	0/1
AT5G29000	AT2G38740	1/1	0/1
AT2G22430	AT2G38740	1/1	0/1
AT1G49560	AT2G38740	0/1	1/1
AT4G37180	AT2G38740	0/1	1/1
AT4G27950	AT2G39250	0/4	1/4
AT5G29000	AT2G39250	1/1	0/1
AT1G66140	AT2G39250	1/1	0/1
AT2G39250	AT2G39250	1/2	0/2
AT2G33550	AT2G39250	1/1	0/1
AT4G27950	AT2G39310	0/4	2/4
AT5G62020	AT2G39310	0/1	1/1
AT2G22200	AT2G39310	0/1	1/1
AT3G16870	AT2G39310	0/1	1/1
AT5G57660	AT2G39310	0/1	1/1
AT5G62430	AT2G39410	2/2	0/2
AT5G10970	AT2G39410	1/1	0/1
AT4G37790	AT2G39410	1/1	0/1
AT5G10030	AT2G39410	1/2	0/2
AT4G37180	AT2G39410	1/1	0/1
AT5G62020	AT2G39830	0/1	1/1
AT5G15830	AT2G39830	1/1	0/1
AT1G13260	AT2G39830	0/1	1/1
AT5G07680	AT2G39830	0/1	1/1
AT4G23750	AT2G39830	0/1	1/1
AT5G46590	AT2G39830	1/1	0/1
AT5G65210	AT2G39960	0/3	1/3
AT5G62020	AT2G39960	0/1	1/1
AT2G22200	AT2G39960	0/1	1/1
AT5G15830	AT2G39960	0/1	1/1
AT4G16141	AT2G39960	0/1	1/1
AT5G49450	AT2G39960	0/1	1/1
AT5G62430	AT2G39970	0/2	1/2
AT5G62020	AT2G39970	0/1	1/1
AT2G22200	AT2G39970	0/1	1/1
AT5G04760	AT2G39970	0/1	1/1
AT1G51140	AT2G39970	1/1	0/1
AT3G28910	AT2G39970	0/1	1/1
AT5G65210	AT2G39980	0/3	1/3
AT5G04760	AT2G39980	1/1	0/1
AT1G49560	AT2G39980	0/1	1/1
AT5G67300	AT2G39980	1/1	0/1
AT5G05410	AT2G39980	1/1	0/1
AT4G34000	AT2G39980	1/1	0/1
AT2G22200	AT2G40010	1/1	0/1
AT5G04760	AT2G40010	1/1	0/1
AT1G13260	AT2G40010	1/1	0/1
AT5G58900	AT2G40010	1/1	0/1
AT5G29000	AT2G40010	0/1	1/1
AT3G28910	AT2G40010	1/1	0/1
AT5G62020	AT2G40160	0/1	1/1
AT2G22200	AT2G40160	0/1	1/1
AT5G10970	AT2G40160	0/1	1/1
AT1G66140	AT2G40160	0/1	1/1
AT4G16141	AT2G40160	0/1	1/1
AT2G33550	AT2G40160	0/1	1/1
AT5G62020	AT2G40240	1/1	0/1
AT5G10970	AT2G40240	1/1	0/1
AT5G15830	AT2G40240	1/1	0/1
AT5G67420	AT2G40240	0/2	1/2
AT1G35560	AT2G40240	0/1	1/1
AT5G46590	AT2G40240	1/1	0/1
AT5G62020	AT2G40711	1/1	0/1
AT2G22200	AT2G40711	1/1	0/1
AT5G15830	AT2G40711	1/1	0/1
AT3G49940	AT2G40711	1/2	0/2
AT1G66140	AT2G40711	1/1	0/1
AT1G68670	AT2G40711	1/1	0/1
AT5G65210	AT2G40750	1/3	1/3
AT5G67420	AT2G40750	1/2	0/2
AT3G49940	AT2G40750	1/2	0/2
AT1G49560	AT2G40750	1/1	0/1
AT1G09540	AT2G40750	1/1	0/1
AT5G04760	AT2G41010	1/1	0/1
AT5G29000	AT2G41010	0/1	1/1
AT1G51140	AT2G41010	1/1	0/1
AT5G10030	AT2G41010	1/2	0/2
AT4G37180	AT2G41010	1/1	0/1
AT5G43840	AT2G41010	1/1	0/1
AT5G62430	AT2G41250	0/2	1/2
AT5G10970	AT2G41250	1/1	0/1
AT5G04760	AT2G41250	1/1	0/1
AT5G58900	AT2G41250	1/1	0/1
AT1G66140	AT2G41250	1/1	0/1
